Prokaryote Name	Tax ID	Average CAI	Median CAI	Coefficient of Variation (of CAI)	Nc Difference	Average Nc	Salinity	Oxygen Requirment	Habitat	Temp. Range	Pathogenic	Present in the trimmed list	Super Kingdom	GC content (%)
Francisella tularensis tularensis	177416	0.629855503	0.627	0.069147688	0.078026798	41.29708305		Aerobic	Aquatic		"Human, Animal"	No	Bacteria	0.322593547
Francisella tularensis WY96-3418	418136	0.627632639	0.624	0.069395855	0.081460975	41.35642848	Non-halophilic	Aerobic	Host-associated	Mesophilic	Mammal	No	Bacteria	0.322686197
Frankia alni ACN14a	326424	0.675898075	0.698	0.160720516	0.072278595	33.3393003	Non-halophilic		Host-associated	Mesophilic	No	Yes	Bacteria	0.728280884
Frankia CcI3	106370	0.646120855	0.658	0.13815977	0.095025791	36.6194063		Aerobic	Multiple	Mesophilic		Yes	Bacteria	0.700788129
Frankia EAN1pec	298653	0.647769508	0.664	0.173637736	0.08843735	34.86289806		Aerobic	Multiple	Mesophilic		Yes	Bacteria	0.711535974
Fusobacterium nucleatum	190304	0.738667935	0.739	0.06181313	0.002104718	32.88341467		Anaerobic	Host-associated	Mesophilic	"Human, Animal"	Yes	Bacteria	0.271515876
Gardnerella vaginalis 409 05 uid43211	553190	0.508403794	0.489	0.186177079	0.105524345	44.64256278		Anaerobic			Human	Yes	Bacteria	0.420163532
Gemmatimonas aurantiaca T 27	379066	0.580919013	0.574	0.140134393	0.179880643	41.78261303		Aerobic		Mesophilic	No	Yes	Bacteria	0.642743614
Geobacillus C56 T3 uid49467	691437	0.637788595	0.648	0.110341119	0.093000246	45.29092246		Facultative		Mesophilic		Yes	Bacteria	0.524942253
Geobacillus kaustophilus HTA426	235909	0.608943891	0.621	0.121101037	0.109155451	45.51676096		Aerobic	Aquatic	Thermophilic		Yes	Bacteria	0.519804235
Geobacillus thermodenitrificans NG80-2	420246	0.629378137	0.638	0.10444478	0.123412248	48.89665621	Non-halophilic	Facultative	Specialized	Thermophilic		Yes	Bacteria	0.488616169
Geobacillus WCH70	471223	0.583012454	0.585	0.105966437	0.154890324	49.32794432		Facultative		Thermophilic		Yes	Bacteria	0.427982868
Geobacillus Y412MC10	481743	0.673490447	0.673	0.074408503	0.089765801	49.82656687		Facultative		Thermophilic		Yes	Bacteria	0.512394503
Geobacillus Y412MC61	544556	0.615655903	0.624	0.109389292	0.102215029	45.31637471		Facultative	Specialized	Thermophilic	No	Yes	Bacteria	0.523346459
Geobacter bemidjiensis Bem	404380	0.609779282	0.621	0.147772173	0.041247598	40.95150359		Anaerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.602667086
Geobacter FRC 32	316067	0.752286087	0.755	0.051987035	-0.050189151	49.89651652		Anaerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.53471982
Geobacter lovleyi SZ	398767	0.697702442	0.699	0.072566808	0.007223603	46.35233826	Non-halophilic	Anaerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.547356187
Geobacter M21	443144	0.608579034	0.622	0.157653372	0.024020383	40.50655774		Anaerobic	Aquatic			Yes	Bacteria	0.604699602
Geobacter metallireducens GS-15	269799	0.790517094	0.8015	0.0770289	-0.162574265	43.21982326		Anaerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.594853836
Geobacter sulfurreducens	243231	0.713411039	0.722	0.102894964	-0.099873581	42.36678799		Anaerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.609372915
Geobacter uraniumreducens Rf4	351605	0.775086098	0.775	0.032735984	-0.089206607	48.72338693		Microaerophilic	Multiple	Mesophilic		Yes	Bacteria	0.542382316
Geodermatophilus obscurus DSM 43160 uid43725	526225	0.712046893	0.735	0.137750279	0.056334228	30.28221252		Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.739841093
Gloeobacter violaceus	251221	0.597151254	0.61	0.154227053	0.121752869	42.43495034			Terrestrial	Mesophilic		Yes	Bacteria	0.619978583
Gluconacetobacter diazotrophicus PAl 5	272568	0.613102611	0.643	0.200961234	0.105318707	36.86534791		Aerobic	Host-associated	Mesophilic	No	No	Bacteria	0.663253244
Gluconacetobacter diazotrophicus PAl 5 FAPERJ	272568	0.612308533	0.643	0.206521695	0.112609603	37.26270357		Aerobic	Host-associated	Mesophilic	No	No	Bacteria	0.66327582
Gluconacetobacter diazotrophicus PAl 5 JGI	272568	0.618131209	0.645	0.189556589	0.101179325	36.44490316		Aerobic	Host-associated	Mesophilic	No	No	Bacteria	0.663230179
Gluconacetobacter diazotrophicus PAl5	272568	0.612308533	0.643	0.206521695	0.112609603	37.26270357		Aerobic	Host-associated	Mesophilic	No	Yes	Bacteria	0.66327582
Gluconobacter oxydans 621H	290633	0.55827542	0.555	0.193343715	0.150286609	42.41677502		Aerobic	Multiple	Mesophilic		Yes	Bacteria	0.608168879
Gordonia bronchialis DSM 43247	526226	0.600279769	0.604	0.13299099	0.13604306	37.43523353		Aerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.670425511
Gramella forsetii KT0803	411154	0.6251792	0.623	0.080408863	0.124149958	49.03736064	Non-halophilic	Aerobic	Multiple	Mesophilic		Yes	Bacteria	0.366107625
Granulobacter bethesdensis CGDNIH1	391165	0.541922974	0.5395	0.169847551	0.179315474	45.42739492	Non-halophilic		Multiple	Mesophilic	Human	Yes	Bacteria	0.590721305
Haemophilus ducreyi 35000HP	233412	0.552084397	0.552	0.12703979	0.204843323	44.11164823		Anaerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.382204944
Haemophilus influenzae	71421	0.514473753	0.502	0.149733659	0.201430883	43.68739239		Facultative	Host-associated	Mesophilic	Human	Yes	Bacteria	0.381502855
Haemophilus influenzae 86 028NP	281310	0.512553571	0.501	0.149198419	0.211368267	43.97336207		Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.381566892
Haemophilus influenzae PittEE	374930	0.615679915	0.612	0.103837988	0.15758012	43.43617246	Non-halophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.38040528
Haemophilus influenzae PittGG	374931	0.583128511	0.577	0.120074817	0.175947219	43.79141011	Mesophilic	Facultative	Host-associated	Mesophilic	Human	No	Bacteria	0.380093907
Haemophilus parasuis SH0165	557723	0.457581289	0.439	0.195241101	0.228445316	46.01029892		Facultative	Host-associated	Mesophilic	Porcine	Yes	Bacteria	0.399931076
Haemophilus somnus 129PT	205914	0.570004929	0.567	0.105236646	0.146012249	44.63968515		Facultative	Host-associated	Mesophilic	"Human, Animal"	No	Bacteria	0.371917225
Haemophilus somnus 2336	228400	0.567811659	0.566	0.10982048	0.154038843	44.75718105		Facultative	Host-associated	Mesophilic	"Human, Animal"	Yes	Bacteria	0.373780676
Hahella chejuensis KCTC 2396	349521	0.62624101	0.623	0.077119564	0.007676164	48.72723133	Mesophilic	Facultative	Aquatic	Mesophilic	No	Yes	Bacteria	0.538697459
Halalkalicoccus jeotgali B3 uid50305	795797	0.60206806	0.642	0.202713754	0.109472855	39.09895632	Extreme halophilic					Yes	Archaea	0.625208151
Haliangium ochraceum DSM 14365	502025	0.72435619	0.749	0.148707406	-0.015641426	33.09640781	Moderate halophilic	Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.694833879
Haloarcula marismortui ATCC 43049	272569	0.584026549	0.592	0.161205198	0.135887729	43.19652323	Extreme halophilic	Aerobic	Aquatic	Mesophilic	No	Yes	Archaea	0.611188025
Halobacterium salinarum R1	478009	0.675005575	0.719	0.201337097	0.036876027	37.02874786	Extreme halophilic	Anaerobic	Specialized	Thermophilic	No	Yes	Archaea	0.657105729
Halobacterium sp	64091	0.67519437	0.718	0.199111721	0.036092193	36.95830116	Extreme halophilic	Facultative	Specialized	Mesophilic	No	No	Archaea	0.659335047
Haloferax volcanii DS2 uid46845	309800	0.644876316	0.678	0.204567123	0.0514326	34.72135029	Moderate halophilic	Aerobic	Aquatic		No	Yes	Archaea	0.654799023
Halomicrobium mukohataei DSM 12286	485914	0.667068651	0.687	0.149774677	0.0155182	35.91103713	Extreme halophilic	Facultative	Specialized	Mesophilic	No	Yes	Archaea	0.655307112
Haloquadratum walsbyi	362976	0.698312984	0.705	0.066570366	0.002134063	50.65381728	Extreme halophilic		Aquatic		No	Yes	Archaea	0.478610954
Halorhabdus utahensis DSM 12940	519442	0.618016507	0.632	0.163871829	0.099351674	40.38382035	Extreme halophilic	Aerobic	Terrestrial	Mesophilic	No	Yes	Archaea	0.628999662
Halorhodospira halophila SL1	349124	0.650864422	0.662	0.155943391	0.0499461	35.65579132	Extreme halophilic					Yes	Bacteria	0.679817297
Halorubrum lacusprofundi ATCC 49239	416348	0.607706076	0.647	0.216328731	0.114352497	38.02990049	Extreme halophilic	Aerobic	Aquatic	Mesophilic	No	Yes	Archaea	0.639719805
Haloterrigena turkmenica DSM 5511 uid43501	543526	0.632567246	0.659	0.178226336	0.070990006	36.50456976	Moderate halophilic	Aerobic	Specialized		No	Yes	Archaea	0.64264273
Halothermothrix orenii H 168	373903	0.679554041	0.68	0.051123519	-0.009793199	47.29299577	Moderate halophilic	Anaerobic	Aquatic	Thermophilic	No	Yes	Bacteria	0.37883192
Halothiobacillus neapolitanus c2	555778	0.723030928	0.726	0.075958411	0.050366696	49.36897235	Mesophilic	Aerobic	Specialized		No	Yes	Bacteria	0.54713642
Helicobacter acinonychis Sheeba	382638	0.697553664	0.701	0.048721118	-0.011297223	46.75709697	Non-halophilic	Microaerophilic	Host-associated	Mesophilic	Feline	Yes	Bacteria	0.381690152
Helicobacter hepaticus	235279	0.678581952	0.681	0.062184099	0.043230381	45.663752		Aerobic	Host-associated	Mesophilic	Animal	Yes	Bacteria	0.359312696
Helicobacter mustelae 12198 uid46647	679897	0.667007137	0.667	0.049190383	0.068726757	49.32470738						Yes	Bacteria	0.424653237
Helicobacter pylori 26695	85962	0.706890079	0.71	0.042268555	-0.019681397	46.75775446		Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.388741625
Helicobacter pylori B38	592205	0.700866881	0.703	0.040853141	-0.014576676	46.7071676		Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.391592115
Helicobacter pylori B38 uid39685	592205	0.700866881	0.703	0.040853141	-0.014576676	46.7071676		Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.391592115
Helicobacter pylori B8 uid49873	693745	0.701876056	0.705	0.042493935	-0.012229827	46.77516127		Microaerophilic	Host-associated	Mesophilic	Human	No	Bacteria	0.387844496
Helicobacter pylori G27	563041	0.706265474	0.708	0.043447365	-0.015874796	46.62201641	Non-halophilic	Microaerophilic	Host-associated	Mesophilic		Yes	Bacteria	0.388699307
Helicobacter pylori HPAG1	357544	0.706001462	0.708	0.040649448	-0.024537064	46.84982675	Non-halophilic	Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.390667582
Helicobacter pylori J99	85963	0.700815328	0.703	0.041627475	0.007504268	46.93151022		Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.391887001
Helicobacter pylori P12	570508	0.699568391	0.703	0.044617961	0.00459	46.76435223		Microaerophilic	Host-associated	Mesophilic	Human	No	Bacteria	0.387861794
Helicobacter pylori Shi470	512562	0.70712112	0.71	0.04192825	-0.033828589	46.55312415		Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.389147231
Heliobacterium modesticaldum Ice1	498761	0.570204526	0.573	0.165316875	0.110008883	46.01831433		Anaerobic	Multiple	Thermophilic		Yes	Bacteria	0.569751906
Herbaspirillum seropedicae SmR1 uid50427	757424	0.600390146	0.612	0.192129237	0.055976501	35.87406316						Yes	Bacteria	0.634045638
Herminiimonas arsenicoxydans	204773	0.588674411	0.59	0.134567148	0.074485671	45.70061804	Non-halophilic	Anaerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.542949274
Herpetosiphon aurantiacus ATCC 23779	316274	0.540972289	0.539	0.122540635	0.132129566	45.74335766		Aerobic	Multiple	Mesophilic		Yes	Bacteria	0.508983071
Hirschia baltica ATCC 49814	582402	0.483987899	0.473	0.121832033	0.192710434	50.72336941		Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.451897877
Hydrogenobacter thermophilus TK 6 uid45927	608538	0.726480769	0.729	0.047841161	0.031271721	48.95517909		Facultative		Thermophilic		Yes	Bacteria	0.440002639
Hydrogenobaculum Y04AAS1	380749	0.691916898	0.693	0.049345944	-0.002662665	43.45630194		Aerobic	Aquatic	Thermophilic	No	Yes	Bacteria	0.3484701
Hyperthermus butylicus	415426	0.627265936	0.625	0.086848078	0.105329	49.41932214	Moderate halophilic	Anaerobic	Aquatic	Hyperthermophilic	No	Yes	Archaea	0.537367372
Hyphomicrobium denitrificans ATCC 51888 uid50325	582899	0.596337334	0.6	0.140370836	0.146319499	42.36497535		Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.608124169
Hyphomonas neptunium ATCC 15444	228405	0.598303825	0.597	0.155939963	0.088231735	41.49510919		Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.619302833
Idiomarina loihiensis L2TR	283942	0.597293082	0.589	0.092477014	0.150817246	51.953		Aerobic	Specialized	Mesophilic		Yes	Bacteria	0.470402399
Ignicoccus hospitalis KIN4 I	453591	0.639897496	0.646	0.119361198	0.103044884	41.46329734		Anaerobic	Aquatic	Hyperthermophilic		Yes	Archaea	0.565203485
Jannaschia CCS1	290400	0.601172123	0.607	0.125003203	0.114165678	43.64185069	Mesophilic	Aerobic	Aquatic	Mesophilic	No	Yes	Bacteria	0.622438806
Janthinobacterium Marseille	375286	0.562594725	0.562	0.153369156	0.092169916	45.62413528			Aquatic	Mesophilic		Yes	Bacteria	0.542341818
Jonesia denitrificans DSM 20603	471856	0.623235475	0.619	0.110823448	0.129406498	47.25369146		Facultative				Yes	Bacteria	0.584166835
Kangiella koreensis DSM 16069	523791	0.586413793	0.579	0.098483504	0.17025305	51.52109265	Moderate halophilic	Facultative	Aquatic	Mesophilic	No	Yes	Bacteria	0.436871006
Kineococcus radiotolerans SRS30216	266940	0.704410543	0.719	0.13443826	0.050187646	30.15021885		Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.742451387
Klebsiella pneumoniae 342	507522	0.433140726	0.426	0.19119244	0.166946598	42.04446331		Facultative	Host-associated	Mesophilic	No	No	Bacteria	0.568691021
Klebsiella pneumoniae MGH 78578	272620	0.442514553	0.435	0.185391125	0.153183771	41.52860633		Facultative	Multiple	Mesophilic	"Human, Animal"	Yes	Bacteria	0.571473499
Klebsiella pneumoniae NTUH K2044	484021	0.440422829	0.433	0.187109031	0.149381366	41.57531492		Facultative	Multiple	Mesophilic	Human	No	Bacteria	0.573691974
Klebsiella variicola At 22 uid42113	640131	0.584754917	0.583	0.139657635	0.108224698	41.25500043						Yes	Bacteria	0.575780914
Kocuria rhizophila DC2201	378753	0.662967401	0.674	0.139654862	0.038930151	31.00476722		Aerobic	Multiple	Mesophilic	No	Yes	Bacteria	0.711638011
Kosmotoga olearia TBF 19 5 1	521045	0.678022881	0.676	0.054087078	0.085448902	52.67417681			Aquatic	Mesophilic	No	Yes	Bacteria	0.415459884
Kribbella flavida DSM 17836 uid43465	479435	0.697032011	0.709	0.142227925	0.029046999	31.67838061		Aerobic	Terrestrial	Mesophilic	No	Yes	Bacteria	0.705679064
Kytococcus sedentarius DSM 20547	478801	0.711250853	0.733	0.151716686	0.042330611	31.25928029	Non-halophilic	Aerobic		Mesophilic		Yes	Bacteria	0.716275336
Lactobacillus acidophilus NCFM	272621	0.513306901	0.495	0.175943974	0.18800406	41.30981719		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.34714581
Lactobacillus brevis ATCC 367	387344	0.500976081	0.486	0.139469231	0.182119253	50.46668906		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.460582473
Lactobacillus casei	543734	0.603302441	0.602	0.09211688	0.14212074	51.6901251		Facultative	Specialized	Mesophilic	No	No	Bacteria	0.463356993
Lactobacillus casei ATCC 334	321967	0.592875209	0.591	0.096632535	0.13820572	51.60254983		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.465751926
Lactobacillus crispatus ST1 uid48359	748671	0.486795895	0.469	0.200305739	0.236235271	44.63304504						Yes	Bacteria	0.368882829
Lactobacillus delbrueckii bulgaricus	390333	0.383590599	0.357	0.262659274	0.224981787	43.72206672		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.497190346
Lactobacillus delbrueckii bulgaricus ATCC BAA-365	321956	0.389821733	0.365	0.253069216	0.214247938	43.91461222		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.496863407
Lactobacillus fermentum IFO 3956	334390	0.492645833	0.481	0.189934125	0.153432592	45.23126488	Non-halophilic	Facultative	Multiple	Mesophilic		Yes	Bacteria	0.514690635
Lactobacillus gasseri ATCC 33323	324831	0.52757432	0.508	0.168400685	0.171729817	42.55936812		Facultative	Host-associated	Mesophilic	No	Yes	Bacteria	0.352596127
Lactobacillus helveticus DPC 4571	405566	0.479993333	0.455	0.244148307	0.225445682	44.16453067	Non-halophilic	Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.370770102
Lactobacillus johnsonii FI9785	633699	0.529015748	0.513	0.155219665	0.174558795	41.93922703						No	Bacteria	0.344291912
Lactobacillus johnsonii NCC 533	257314	0.528162373	0.512	0.154567403	0.184422326	42.05211084		Facultative	Host-associated	Mesophilic	No	Yes	Bacteria	0.346112464
Lactobacillus plantarum	220668	0.450014498	0.438	0.154628642	0.252509371	50.22860602		Facultative	Host-associated	Mesophilic	No	Yes	Bacteria	0.444174848
Lactobacillus plantarum JDM1	644042	0.44741812	0.435	0.158316036	0.251522503	50.12467172		Microaerophilic		Mesophilic		No	Bacteria	0.446609435
Lactobacillus reuteri DSM 20016	557436	0.448724118	0.43	0.193444668	0.276852089	47.09808824		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.388726247
Lactobacillus reuteri F275 JGI	557436	0.480623529	0.468	0.146190267	0.282825011	47.09808824		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.388726247
Lactobacillus reuteri F275 Kitasato	557433	0.463726891	0.445	0.176322468	0.28087281	47.02804922	Non-halophilic	Facultative	Host-associated	Mesophilic	No	No	Bacteria	0.388787662
Lactobacillus rhamnosus GG	568703	0.628486715	0.624	0.06947932	0.111164391	51.01782689		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.466900058
Lactobacillus rhamnosus Lc 705	568704	0.632101231	0.628	0.067430065	0.114757593	51.04207582		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.466753223
Lactobacillus sakei 23K	314315	0.48198661	0.462	0.207680637	0.231247826	46.36366281		Facultative	Multiple	Mesophilic		Yes	Bacteria	0.412576055
Lactobacillus salivarius UCC118	362948	0.586778741	0.576	0.150591721	0.125206723	39.35880936		Facultative	Host-associated	Mesophilic		Yes	Bacteria	0.330404686
Lactococcus lactis	272623	0.438855166	0.422	0.2048476	0.252071347	43.31755858		Facultative	Multiple	Mesophilic	No	Yes	Bacteria	0.353293831
Lactococcus lactis cremoris MG1363	416870	0.420925274	0.401	0.222397265	0.260473187	44.51784484	Non-halophilic	Facultative	Multiple	Mesophilic	No	No	Bacteria	0.35745557
Lactococcus lactis cremoris SK11	272622	0.420733616	0.402	0.214837736	0.264530838	44.8156926		Facultative	Multiple	Mesophilic	No	No	Bacteria	0.357838519
Lactococcus lactis KF147	684738	0.441138264	0.426	0.201134886	0.24847223	43.14490492						No	Bacteria	0.348743044
Laribacter hongkongensis HLHK9	557598	0.56873708	0.574	0.197777269	0.081299067	38.08933836		Anaerobic	Host-associated	Mesophilic	Human	Yes	Bacteria	0.62352315
Lawsonia intracellularis PHE MN1-00	363253	0.667796339	0.671	0.076001536	0.066423491	40.44334249		Facultative	Host-associated	Mesophilic	Animal	Yes	Bacteria	0.330815805
Legionella longbeachae NSW150 uid46099	661367	0.611712401	0.612	0.060337162	0.108056177	48.94755607						Yes	Bacteria	0.37113901
Legionella pneumophila 2300 99 Alcoy uid48801	423212	0.642010018	0.641	0.0564667	0.111330788	50.76760608		Aerobic	Host-associated	Mesophilic	Animal	No	Bacteria	0.38377583
Legionella pneumophila Corby	400673	0.640233922	0.639	0.056245496	0.103326085	50.80062898		Aerobic	Host-associated	Mesophilic	Human	No	Bacteria	0.384785277
Legionella pneumophila Lens	297245	0.63672268	0.636	0.057691486	0.11229168	50.79121407		Aerobic	Host-associated	Mesophilic	Animal	No	Bacteria	0.384158327
Legionella pneumophila Paris	297246	0.640708001	0.64	0.057116568	0.109439429	50.77515899		Aerobic	Host-associated	Mesophilic	Animal	No	Bacteria	0.383392089
Legionella pneumophila Philadelphia 1	272624	0.637860635	0.638	0.058772431	0.108391276	50.81048121		Aerobic	Host-associated	Mesophilic	Animal	Yes	Bacteria	0.382695269
Leifsonia xyli xyli CTCB0	281090	0.569436415	0.58	0.169201874	0.143432879	35.93963529		Aerobic	Host-associated	Mesophilic	Plant	Yes	Bacteria	0.676760477
