Locus,CDS,ProteinID,uniprot_id,Gene,Mean.tpm
b2913,lcl|NC_000913.3_cds_NP_417388.1_2865,NP_417388.1,P0A9T0,serA,366.54756853647257
b2914,lcl|NC_000913.3_cds_NP_417389.1_2866,NP_417389.1,P0A7Z0,rpiA,584.1946251036549
b2916,lcl|NC_000913.3_cds_NP_417391.1_2867,NP_417391.1,P0A8S1,argP,54.273382057874386
b2922,lcl|NC_000913.3_cds_NP_417397.1_2873,NP_417397.1,P0ADS6,yggE,165.89511746883926
b2923,lcl|NC_000913.3_cds_NP_417398.1_2874,NP_417398.1,P11667,argO,21.685248442201434
b2924,lcl|NC_000913.3_cds_NP_417399.1_2875,NP_417399.1,P0C0S1,mscS,158.91979108971913
b2925,lcl|NC_000913.3_cds_NP_417400.1_2876,NP_417400.1,P0AB71,fbaA,1564.5721939239488
b2926,lcl|NC_000913.3_cds_NP_417401.1_2877,NP_417401.1,P0A799,pgk,1500.6934397137884
b2927,lcl|NC_000913.3_cds_NP_417402.1_2878,NP_417402.1,P0A9B6,epd,47.49736834815166
b2936,lcl|NC_000913.3_cds_NP_417411.2_2886,NP_417411.2,P25894,loiP,51.439284598446754
b2937,lcl|NC_000913.3_cds_NP_417412.1_2887,NP_417412.1,P60651,speB,512.4385231420448
b2938,lcl|NC_000913.3_cds_NP_417413.1_2888,NP_417413.1,P21170,speA,360.3916619457225
b2939,lcl|NC_000913.3_cds_NP_417414.2_2889,NP_417414.2,P64567,yqgB,167.0535842177594
b2942,lcl|NC_000913.3_cds_NP_417417.1_2893,NP_417417.1,P0A817,metK,911.7135734428884
b2943,lcl|NC_000913.3_cds_NP_417418.1_2894,NP_417418.1,P0AEP1,galP,13.893883546366721
b2946,lcl|NC_000913.3_cds_NP_417421.4_2897,NP_417421.4,P0AGL7,rsmE,58.44826772454425
b2947,lcl|NC_000913.3_cds_NP_417422.1_2898,NP_417422.1,P04425,gshB,189.14994052338469
b2948,lcl|NC_000913.3_cds_NP_417423.4_2899,NP_417423.4,P0A8W5,yqgE,92.19999999999999
b2949,lcl|NC_000913.3_cds_NP_417424.1_2900,NP_417424.1,P0A8I1,yqgF,44.27719503310932
b2951,lcl|NC_000913.3_cds_NP_417426.1_2902,NP_417426.1,P67080,yggS,66.24952830020753
b2952,lcl|NC_000913.3_cds_NP_417427.1_2903,NP_417427.1,P64564,yggT,80.82425378560569
b2953,lcl|NC_000913.3_cds_NP_417428.2_2904,NP_417428.2,P52060,yggU,23.302360395462095
b2954,lcl|NC_000913.3_cds_NP_417429.1_2905,NP_417429.1,P52061,rdgB,79.81541204554424
b2955,lcl|NC_000913.3_cds_NP_417430.1_2906,NP_417430.1,P52062,hemW,18.20109886792553
b2958,lcl|NC_000913.3_cds_NP_417433.1_2909,NP_417433.1,P0ADS9,yggN,64.62205505862528
b2959,lcl|NC_000913.3_cds_NP_417434.4_2910,NP_417434.4,P38521,yggL,502.1412151974783
b2960,lcl|NC_000913.3_cds_NP_417435.1_2911,NP_417435.1,P0A8I5,trmB,251.31764760955417
b2961,lcl|NC_000913.3_cds_NP_417436.1_2912,NP_417436.1,P17802,mutY,29.293514640616266
b2962,lcl|NC_000913.3_cds_NP_417437.1_2913,NP_417437.1,P0A8P3,yggX,380.05967952415057
b2963,lcl|NC_000913.3_cds_NP_417438.2_2914,NP_417438.2,P0C066,mltC,22.44949888082137
b2964,lcl|NC_000913.3_cds_NP_417439.4_2915,NP_417439.4,P0AFF4,nupG,7.823042886243181
b2965,lcl|NC_000913.3_cds_NP_417440.4_2916,NP_417440.4,P21169,speC,30.050956723538775
b2971,lcl|NC_000913.3_cds_NP_417445.1_2923,NP_417445.1,Q46835,yghG,43.15692296723668
b2976,lcl|NC_000913.3_cds_NP_417450.1_2927,NP_417450.1,P37330,glcB,11.458621208504972
b2988,lcl|NC_000913.3_cds_NP_417462.1_2940,NP_417462.1,P0AES0,gss,63.904694663224866
b2989,lcl|NC_000913.3_cds_NP_417463.4_2941,NP_417463.4,Q46845,yghU,25.02798433753705
b2994,lcl|NC_000913.3_cds_NP_417468.1_2946,NP_417468.1,P0ACE0,hybC,22.258032258041137
b2996,lcl|NC_000913.3_cds_NP_417470.1_2948,NP_417470.1,P0AAJ8,hybA,18.47457712641889
b2997,lcl|NC_000913.3_cds_NP_417471.1_2949,NP_417471.1,P69741,hybO,32.94692701907114
b3002,lcl|NC_000913.3_cds_NP_417475.1_2953,NP_417475.1,P67244,yqhA,91.1604080728032
b3005,lcl|NC_000913.3_cds_NP_417478.1_2955,NP_417478.1,P0ABV2,exbD,35.82457257246764
b3006,lcl|NC_000913.3_cds_NP_417479.1_2956,NP_417479.1,P0ABU7,exbB,74.60656807547178
b3008,lcl|NC_000913.3_cds_NP_417481.1_2957,NP_417481.1,P06721,metC,26.646200479618095
b3009,lcl|NC_000913.3_cds_NP_417482.1_2958,NP_417482.1,P0AA60,yghB,18.5321342537766
b3010,lcl|NC_000913.3_cds_NP_417483.2_2959,NP_417483.2,Q46855,yqhC,12.996538000559998
b3011,lcl|NC_000913.3_cds_NP_417484.1_2960,NP_417484.1,Q46856,yqhD,49.242664428318655
b3017,lcl|NC_000913.3_cds_NP_417489.1_2965,NP_417489.1,P26648,ftsP,42.79894858521643
b3018,lcl|NC_000913.3_cds_NP_417490.1_2966,NP_417490.1,P26647,plsC,43.614332506642825
b3019,lcl|NC_000913.3_cds_NP_417491.1_2967,NP_417491.1,P0AFI2,parC,76.18129691728804
b3020,lcl|NC_000913.3_cds_NP_417492.1_2968,NP_417492.1,Q46863,ygiS,8.14616474176652
b3021,lcl|NC_000913.3_cds_NP_417493.1_2969,NP_417493.1,Q46864,mqsA,37.235466963635616
b3024,lcl|NC_000913.3_cds_NP_417496.1_2972,NP_417496.1,P0ADU5,ygiW,156.5753492731216
b3028,lcl|NC_000913.3_cds_NP_417500.1_2976,NP_417500.1,P0AEY5,mdaB,143.84929614009238
b3029,lcl|NC_000913.3_cds_NP_417501.1_2977,NP_417501.1,P0ADU2,ygiN,290.9494457805344
b3030,lcl|NC_000913.3_cds_NP_417502.1_2978,NP_417502.1,P20083,parE,106.91356321814366
b3031,lcl|NC_000913.3_cds_NP_417503.1_2979,NP_417503.1,P0A8Z7,yqiA,17.03760546555765
b3032,lcl|NC_000913.3_cds_NP_417504.1_2980,NP_417504.1,P0AEW4,cpdA,28.121699806377276
b3033,lcl|NC_000913.3_cds_NP_417505.1_2981,NP_417505.1,P0ADU7,yqiB,17.433301465872724
b3034,lcl|NC_000913.3_cds_NP_417506.1_2982,NP_417506.1,Q93K97,nudF,43.19953703455627
b3035,lcl|NC_000913.3_cds_NP_417507.2_2983,NP_417507.2,P02930,tolC,443.75993510004935
b3037,lcl|NC_000913.3_cds_NP_417509.3_2984,NP_417509.3,P0ADT2,ygiB,179.46169507725034
b3038,lcl|NC_000913.3_cds_NP_417510.1_2985,NP_417510.1,P0ADT5,ygiC,57.03078116245645
b3040,lcl|NC_000913.3_cds_NP_417512.1_2987,NP_417512.1,P0A8H3,zupT,25.73713270743266
b3041,lcl|NC_000913.3_cds_NP_417513.1_2989,NP_417513.1,P0A7J0,ribB,228.53214215947824
b3042,lcl|NC_000913.3_cds_NP_417514.4_2990,NP_417514.4,Q46868,ubiK,296.0840421231785
b3052,lcl|NC_000913.3_cds_NP_417524.1_3002,NP_417524.1,P76658,hldE,145.17420569784423
b3053,lcl|NC_000913.3_cds_NP_417525.1_3003,NP_417525.1,P30870,glnE,10.680823938254951
b3054,lcl|NC_000913.3_cds_NP_417526.1_3004,NP_417526.1,P30871,ygiF,58.41703518666455
b3055,lcl|NC_000913.3_cds_NP_417527.1_3005,NP_417527.1,P0ADT8,ygiM,48.113615536560964
b3056,lcl|NC_000913.3_cds_NP_417528.1_3006,NP_417528.1,P06961,cca,18.84807682497077
b3057,lcl|NC_000913.3_cds_NP_417529.1_3007,NP_417529.1,P60932,bacA,80.12122065969785
b3058,lcl|NC_000913.3_cds_NP_417530.2_3008,NP_417530.2,P0AC16,folB,52.75063980654641
b3064,lcl|NC_000913.3_cds_NP_417536.1_3014,NP_417536.1,P05852,tsaD,116.72553276811368
b3065,lcl|NC_000913.3_cds_NP_417537.1_3015,NP_417537.1,P68679,rpsU,6989.6796321433885
b3066,lcl|NC_000913.3_cds_NP_417538.1_3016,NP_417538.1,P0ABS5,dnaG,19.597703947146456
b3067,lcl|NC_000913.3_cds_NP_417539.1_3017,NP_417539.1,P00579,rpoD,408.02091858138823
b3068,lcl|NC_000913.3_cds_NP_417540.1_3018,NP_417540.1,P0A9H1,mug,32.476145091435946
b3070,lcl|NC_000913.3_cds_NP_417541.1_3019,NP_417541.1,Q46871,nfeF,22.90414809592358
b3071,lcl|NC_000913.3_cds_NP_417542.1_3020,NP_417542.1,P64588,nfeR,82.4258454612387
b3075,lcl|NC_000913.3_cds_NP_417546.1_3024,NP_417546.1,P06846,ebgR,16.692513291892272
b3082,lcl|NC_000913.3_cds_NP_417553.1_3031,NP_417553.1,P67701,higA,21.23982109152523
b3084,lcl|NC_000913.3_cds_NP_417555.4_3033,NP_417555.4,P42596,rlmG,57.62707696907764
b3085,lcl|NC_000913.3_cds_NP_417556.2_3034,NP_417556.2,P42597,ygjP,16.54629867976521
b3087,lcl|NC_000913.3_cds_NP_417558.2_3036,NP_417558.2,P42599,ygjR,13.887044321957069
b3089,lcl|NC_000913.3_cds_NP_417560.1_3038,NP_417560.1,P0AGE4,sstT,83.66893091225683
b3092,lcl|NC_000913.3_cds_NP_417563.1_3041,NP_417563.1,P0A8G3,uxaC,8.4669947442997735
b3094,lcl|NC_000913.3_cds_NP_417565.2_3043,NP_417565.2,P0ACL2,exuR,53.73146191943786
b3095,lcl|NC_000913.3_cds_NP_417566.1_3045,NP_417566.1,P0AA63,yqjA,44.356284785811376
b3096,lcl|NC_000913.3_cds_NP_417567.1_3046,NP_417567.1,P42615,mzrA,27.1624741141156
b3097,lcl|NC_000913.3_cds_NP_417568.2_3047,NP_417568.2,P42616,yqjC,86.81071362452903
b3098,lcl|NC_000913.3_cds_NP_417569.1_3048,NP_417569.1,P64581,yqjD,277.57593555638056
b3099,lcl|NC_000913.3_cds_NP_417570.1_3049,NP_417570.1,P64585,yqjE,24.47284209077483
b3103,lcl|NC_000913.3_cds_NP_417574.1_3053,NP_417574.1,P64590,yhaH,86.51970873737383
b3105,lcl|NC_000913.3_cds_NP_417576.1_3055,NP_417576.1,P67660,yhaJ,32.490152354213414
b3125,lcl|NC_000913.3_cds_NP_417594.3_3071,NP_417594.3,P0ABQ2,garR,8.954886933959578
b3129,lcl|NC_000913.3_cds_NP_417598.1_3075,NP_417598.1,P15373,prlF,32.992574922245765
b3130,lcl|NC_000913.3_cds_NP_417599.1_3076,NP_417599.1,P64594,yhaV,14.814857407346176
b3131,lcl|NC_000913.3_cds_NP_417600.1_3077,NP_417600.1,P0ACK2,agaR,38.09527529760089
b3146,lcl|NC_000913.3_cds_NP_417615.1_3090,NP_417615.1,P67087,rsmI,57.52260425258924
b3147,lcl|NC_000913.3_cds_NP_417616.1_3091,NP_417616.1,P45464,lpoA,28.597202660400193
b3149,lcl|NC_000913.3_cds_NP_417618.1_3093,NP_417618.1,P66817,diaA,32.385181796618035
b3150,lcl|NC_000913.3_cds_NP_417619.1_3094,NP_417619.1,P64596,dolP,70.78643937930481
b3151,lcl|NC_000913.3_cds_NP_417620.1_3095,NP_417620.1,P45468,yraQ,30.065096041755794
b3152,lcl|NC_000913.3_cds_NP_417621.2_3096,NP_417621.2,P45469,yraR,14.394443372357262
b3156,lcl|NC_000913.3_cds_NP_417625.1_3100,NP_417625.1,P63417,yhbS,99.34218640638021
b3157,lcl|NC_000913.3_cds_NP_417626.1_3101,NP_417626.1,P64599,ubiT,105.81639759507968
b3159,lcl|NC_000913.3_cds_NP_417628.2_3103,NP_417628.2,P45475,ubiV,28.0401497856199
b3160,lcl|NC_000913.3_cds_NP_417629.1_3104,NP_417629.1,P0ADV5,yhbW,16.432893841317174
b3162,lcl|NC_000913.3_cds_NP_417631.2_3106,NP_417631.2,P0A9P6,deaD,423.2068052382903
b3163,lcl|NC_000913.3_cds_NP_417632.1_3108,NP_417632.1,P0AFB1,nlpI,22.958658497394833
b3164,lcl|NC_000913.3_cds_NP_417633.4_3109,NP_417633.4,P05055,pnp,664.1047507735509
b3165,lcl|NC_000913.3_cds_NP_417634.1_3110,NP_417634.1,P0ADZ4,rpsO,6894.225805701462
b3166,lcl|NC_000913.3_cds_NP_417635.1_3111,NP_417635.1,P60340,truB,85.83332686084117
b3167,lcl|NC_000913.3_cds_NP_417636.1_3112,NP_417636.1,P0A7G2,rbfA,379.268770135375
b3168,lcl|NC_000913.3_cds_NP_417637.1_3113,NP_417637.1,P0A705,infB,706.4946708928525
b3169,lcl|NC_000913.3_cds_NP_417638.1_3116,NP_417638.1,P0AFF6,nusA,685.9224300166891
b3170,lcl|NC_000913.3_cds_NP_417639.6_3117,NP_417639.6,P0A8A8,rimP,419.8092423946857
b3172,lcl|NC_000913.3_cds_NP_417640.1_3118,NP_417640.1,P0A6E4,argG,74.85185368446125
b3175,lcl|NC_000913.3_cds_NP_417642.1_3120,NP_417642.1,P0AG99,secG,772.613331492539
b3176,lcl|NC_000913.3_cds_NP_417643.1_3121,NP_417643.1,P31120,glmM,280.1491567004978
b3177,lcl|NC_000913.3_cds_NP_417644.4_3122,NP_417644.4,P0AC13,folP,70.32261371706826
b3178,lcl|NC_000913.3_cds_NP_417645.1_3123,NP_417645.1,P0AAI3,ftsH,222.84591088911637
b3179,lcl|NC_000913.3_cds_NP_417646.1_3124,NP_417646.1,P0C0R7,rlmE,118.11011811017717
b3180,lcl|NC_000913.3_cds_NP_417647.1_3125,NP_417647.1,P0AGK4,yhbY,852.9568746425575
b3181,lcl|NC_000913.3_cds_NP_417648.4_3126,NP_417648.4,P0A6W5,greA,567.9116392538547
b3182,lcl|NC_000913.3_cds_NP_417649.1_3127,NP_417649.1,P24228,dacB,22.90305656457233
b3183,lcl|NC_000913.3_cds_NP_417650.1_3128,NP_417650.1,P42641,obgE,197.2875819710911
b3184,lcl|NC_000913.3_cds_NP_417651.1_3129,NP_417651.1,P0AA73,yhbE,14.13081738612455
b3185,lcl|NC_000913.3_cds_NP_417652.1_3130,NP_417652.1,P0A7L8,rpmA,7428.7886414946615
b3186,lcl|NC_000913.3_cds_NP_417653.1_3131,NP_417653.1,P0AG48,rplU,10093.859454143398
b3187,lcl|NC_000913.3_cds_NP_417654.1_3132,NP_417654.1,P0AD57,ispB,135.92218361989342
b3189,lcl|NC_000913.3_cds_NP_417656.1_3134,NP_417656.1,P0A749,murA,261.1223850994012
b3190,lcl|NC_000913.3_cds_NP_417657.2_3135,NP_417657.2,P0A9W6,ibaG,401.42055253810827
b3191,lcl|NC_000913.3_cds_NP_417658.4_3136,NP_417658.4,P64602,mlaB,51.96614282395799
b3192,lcl|NC_000913.3_cds_NP_417659.1_3137,NP_417659.1,P0ADV7,mlaC,319.641517954098
b3193,lcl|NC_000913.3_cds_NP_417660.1_3138,NP_417660.1,P64604,mlaD,140.95974602701304
b3194,lcl|NC_000913.3_cds_NP_417661.1_3139,NP_417661.1,P64606,mlaE,56.02642233803616
b3195,lcl|NC_000913.3_cds_NP_417662.1_3140,NP_417662.1,P63386,mlaF,87.43889294816124
b3196,lcl|NC_000913.3_cds_NP_417663.1_3141,NP_417663.1,P45394,yrbG,8.446300965511469
b3197,lcl|NC_000913.3_cds_NP_417664.1_3142,NP_417664.1,P45395,kdsD,54.68893855250804
b3198,lcl|NC_000913.3_cds_NP_417665.1_3143,NP_417665.1,P0ABZ4,kdsC,66.69182858491735
b3199,lcl|NC_000913.3_cds_NP_417666.1_3144,NP_417666.1,P0ADV9,lptC,39.249713374749625
b3200,lcl|NC_000913.3_cds_NP_417667.1_3145,NP_417667.1,P0ADV1,lptA,125.1531062339245
b3201,lcl|NC_000913.3_cds_NP_417668.1_3146,NP_417668.1,P0A9V1,lptB,90.35574137817692
b3202,lcl|NC_000913.3_cds_NP_417669.1_3147,NP_417669.1,P24255,rpoN,30.375483535245973
b3203,lcl|NC_000913.3_cds_NP_417670.1_3148,NP_417670.1,P0AFX0,hpf,92.15666009573044
b3204,lcl|NC_000913.3_cds_NP_417671.1_3149,NP_417671.1,P69829,ptsN,104.18080437393444
b3205,lcl|NC_000913.3_cds_NP_417672.1_3150,NP_417672.1,P0A894,rapZ,75.82380892569296
b3206,lcl|NC_000913.3_cds_NP_417673.1_3151,NP_417673.1,P0A9N0,npr,37.93441709055248
b3207,lcl|NC_000913.3_cds_NP_417674.1_3152,NP_417674.1,P64610,yrbL,29.5203319764531
b3209,lcl|NC_000913.3_cds_NP_417676.2_3154,NP_417676.2,P0ABU5,elbB,144.38760334599377
b3212,lcl|NC_000913.3_cds_NP_417679.2_3157,NP_417679.2,P09831,gltB,55.9714212790778
b3213,lcl|NC_000913.3_cds_NP_417680.1_3158,NP_417680.1,P09832,gltD,61.74884614306574
b3214,lcl|NC_000913.3_cds_NP_417681.1_3159,NP_417681.1,P28721,gltF,38.274665250005775
b3225,lcl|NC_000913.3_cds_NP_417692.1_3170,NP_417692.1,P0A6L4,nanA,17.734147850968203
b3226,lcl|NC_000913.3_cds_NP_417693.3_3171,NP_417693.3,P0A8W0,nanR,35.959838709315704
b3228,lcl|NC_000913.3_cds_NP_417695.1_3173,NP_417695.1,P0AFZ3,sspB,177.4850979659983
b3229,lcl|NC_000913.3_cds_NP_417696.1_3174,NP_417696.1,P0ACA3,sspA,626.9311923967416
b3230,lcl|NC_000913.3_cds_NP_417697.1_3175,NP_417697.1,P0A7X3,rpsI,8485.90707467387
b3231,lcl|NC_000913.3_cds_NP_417698.1_3176,NP_417698.1,P0AA10,rplM,8272.405345484472
b3232,lcl|NC_000913.3_cds_NP_417699.1_3177,NP_417699.1,P64612,zapE,16.89260193102294
b3233,lcl|NC_000913.3_cds_NP_417700.2_3178,NP_417700.2,P0ADW3,zapG,225.0460397340954
b3234,lcl|NC_000913.3_cds_NP_417701.1_3179,NP_417701.1,P39099,degQ,37.44235569512152
b3235,lcl|NC_000913.3_cds_NP_417702.1_3180,NP_417702.1,P0AEE3,degS,26.172504656604804
b3236,lcl|NC_000913.3_cds_NP_417703.1_3181,NP_417703.1,P61889,mdh,477.76919113731043
b3237,lcl|NC_000913.3_cds_NP_417704.1_3182,NP_417704.1,P0A6D0,argR,199.98234922112505
b3238,lcl|NC_000913.3_cds_NP_417705.2_3183,NP_417705.2,P64614,yhcN,147.43435827513204
b3243,lcl|NC_000913.3_cds_NP_417710.1_3188,NP_417710.1,P67662,aaeR,11.896217886370438
b3244,lcl|NC_000913.3_cds_NP_417711.1_3189,NP_417711.1,P0AGG8,tldD,95.213129346745
b3247,lcl|NC_000913.3_cds_NP_417713.2_3191,NP_417713.2,P0A9J0,rng,32.981509971497665
b3248,lcl|NC_000913.3_cds_NP_417714.1_3192,NP_417714.1,P25536,yhdE,47.540509042289386
b3249,lcl|NC_000913.3_cds_NP_417715.1_3193,NP_417715.1,P0ABH4,mreD,21.45437018418393
b3250,lcl|NC_000913.3_cds_NP_417716.1_3194,NP_417716.1,P16926,mreC,34.01617262420922
b3251,lcl|NC_000913.3_cds_NP_417717.2_3195,NP_417717.2,P0A9X4,mreB,614.6629564240878
b3253,lcl|NC_000913.3_cds_NP_417719.1_3197,NP_417719.1,P26646,yhdH,61.182105226937075
b3255,lcl|NC_000913.3_cds_NP_417721.1_3198,NP_417721.1,P0ABD8,accB,1372.8612639301898
b3256,lcl|NC_000913.3_cds_NP_417722.1_3199,NP_417722.1,P24182,accC,748.9389694761511
b3257,lcl|NC_000913.3_cds_NP_417723.1_3200,NP_417723.1,P45566,yhdT,42.51799618984883
b3258,lcl|NC_000913.3_cds_NP_417724.4_3201,NP_417724.4,P16256,panF,16.668233259706916
b3259,lcl|NC_000913.3_cds_NP_417725.1_3202,NP_417725.1,P0A8T1,prmA,182.59895947129598
b3260,lcl|NC_000913.3_cds_NP_417726.1_3203,NP_417726.1,P0ABT5,dusB,22.669803704487606
b3261,lcl|NC_000913.3_cds_NP_417727.1_3204,NP_417727.1,P0A6R3,fis,2716.472804943942
b3279,lcl|NC_000913.3_cds_NP_417738.4_3214,NP_417738.4,P0A9W9,yrdA,101.66848085813031
b3280,lcl|NC_000913.3_cds_NP_417739.1_3215,NP_417739.1,P45795,yrdB,34.85857139929863
b3281,lcl|NC_000913.3_cds_NP_417740.1_3216,NP_417740.1,P15770,aroE,64.37196594791867
b3282,lcl|NC_000913.3_cds_NP_417741.1_3217,NP_417741.1,P45748,tsaC,112.20784286314394
b3287,lcl|NC_000913.3_cds_NP_417745.1_3221,NP_417745.1,P0A6K3,def,226.0421420885939
b3288,lcl|NC_000913.3_cds_NP_417746.1_3222,NP_417746.1,P23882,fmt,122.67395811662715
b3289,lcl|NC_000913.3_cds_NP_417747.1_3223,NP_417747.1,P36929,rsmB,52.27886762354366
b3290,lcl|NC_000913.3_cds_NP_417748.1_3224,NP_417748.1,P0AGI8,trkA,27.065660900853693
b3291,lcl|NC_000913.3_cds_NP_417749.1_3225,NP_417749.1,P0A742,mscL,209.9211280457497
b3292,lcl|NC_000913.3_cds_NP_417751.1_3227,NP_417751.1,P0ACS5,zntR,21.399065400152416
b3294,lcl|NC_000913.3_cds_NP_417753.1_3229,NP_417753.1,P0AG44,rplQ,6890.795913390566
b3295,lcl|NC_000913.3_cds_NP_417754.1_3230,NP_417754.1,P0A7Z4,rpoA,2266.564466323426
b3296,lcl|NC_000913.3_cds_NP_417755.1_3231,NP_417755.1,P0A7V8,rpsD,7859.491077671625
b3297,lcl|NC_000913.3_cds_NP_417756.1_3232,NP_417756.1,P0A7R9,rpsK,7890.4089703893105
b3298,lcl|NC_000913.3_cds_NP_417757.1_3233,NP_417757.1,P0A7S9,rpsM,6656.42855441264
b3299,lcl|NC_000913.3_cds_NP_417758.1_3234,NP_417758.1,P0A7Q6,rpmJ,5637.155612540775
b3300,lcl|NC_000913.3_cds_NP_417759.1_3235,NP_417759.1,P0AGA2,secY,351.3652800149724
b3301,lcl|NC_000913.3_cds_NP_417760.1_3236,NP_417760.1,P02413,rplO,5838.476706299347
b3302,lcl|NC_000913.3_cds_NP_417761.1_3237,NP_417761.1,P0AG51,rpmD,5328.299724114633
b3303,lcl|NC_000913.3_cds_NP_417762.1_3238,NP_417762.1,P0A7W1,rpsE,7328.519377746095
b3304,lcl|NC_000913.3_cds_NP_417763.1_3239,NP_417763.1,P0C018,rplR,5012.849844150534
b3305,lcl|NC_000913.3_cds_NP_417764.1_3240,NP_417764.1,P0AG55,rplF,6016.040353089404
b3306,lcl|NC_000913.3_cds_NP_417765.1_3241,NP_417765.1,P0A7W7,rpsH,6804.3667802375285
b3307,lcl|NC_000913.3_cds_NP_417766.1_3242,NP_417766.1,P0AG59,rpsN,5404.731471590427
b3308,lcl|NC_000913.3_cds_NP_417767.1_3243,NP_417767.1,P62399,rplE,7284.579971419083
b3309,lcl|NC_000913.3_cds_NP_417768.1_3244,NP_417768.1,P60624,rplX,5765.791820730269
b3310,lcl|NC_000913.3_cds_NP_417769.1_3245,NP_417769.1,P0ADY3,rplN,7580.6053155404425
b3311,lcl|NC_000913.3_cds_NP_417770.1_3246,NP_417770.1,P0AG63,rpsQ,5818.339159072802
b3312,lcl|NC_000913.3_cds_NP_417771.1_3247,NP_417771.1,P0A7M6,rpmC,5880.440670562025
b3313,lcl|NC_000913.3_cds_NP_417772.1_3248,NP_417772.1,P0ADY7,rplP,8478.088286872224
b3314,lcl|NC_000913.3_cds_NP_417773.1_3249,NP_417773.1,P0A7V3,rpsC,7062.941937323284
b3315,lcl|NC_000913.3_cds_NP_417774.1_3250,NP_417774.1,P61175,rplV,6615.063308087076
b3316,lcl|NC_000913.3_cds_NP_417775.1_3251,NP_417775.1,P0A7U3,rpsS,5848.511528585716
b3317,lcl|NC_000913.3_cds_NP_417776.1_3252,NP_417776.1,P60422,rplB,6666.281038180133
b3318,lcl|NC_000913.3_cds_NP_417777.1_3253,NP_417777.1,P0ADZ0,rplW,5547.819005699447
b3319,lcl|NC_000913.3_cds_NP_417778.1_3254,NP_417778.1,P60723,rplD,6245.824269862226
b3320,lcl|NC_000913.3_cds_NP_417779.1_3255,NP_417779.1,P60438,rplC,7520.173997322136
b3321,lcl|NC_000913.3_cds_NP_417780.1_3256,NP_417780.1,P0A7R5,rpsJ,6873.553251412248
b3336,lcl|NC_000913.3_cds_NP_417795.1_3271,NP_417795.1,P0ABD3,bfr,17.806178702910966
b3338,lcl|NC_000913.3_cds_NP_417797.1_3273,NP_417797.1,P13656,chiA,5.632051136131489
b3339,lcl|NC_000913.3_cds_NP_417798.1_3274,NP_417798.1,P0CE47,tufA,26719.497909953323
b3340,lcl|NC_000913.3_cds_NP_417799.1_3275,NP_417799.1,P0A6M8,fusA,3992.7971173101178
b3341,lcl|NC_000913.3_cds_NP_417800.1_3276,NP_417800.1,P02359,rpsG,8398.770511211733
b3342,lcl|NC_000913.3_cds_NP_417801.1_3277,NP_417801.1,P0A7S3,rpsL,9056.279023417954
b3344,lcl|NC_000913.3_cds_NP_417803.1_3279,NP_417803.1,P45531,tusC,18.10552401892858
b3345,lcl|NC_000913.3_cds_NP_417804.1_3280,NP_417804.1,P45532,tusD,20.33224040778586
b3346,lcl|NC_000913.3_cds_NP_417805.4_3281,NP_417805.4,P64624,yheO,46.013258958695815
b3347,lcl|NC_000913.3_cds_NP_417806.1_3282,NP_417806.1,P45523,fkpA,544.296794037959
b3348,lcl|NC_000913.3_cds_NP_417807.1_3283,NP_417807.1,P0A8R4,slyX,116.47729392461001
b3349,lcl|NC_000913.3_cds_NP_417808.1_3284,NP_417808.1,P0A9K9,slyD,2708.449497406218
b3352,lcl|NC_000913.3_cds_NP_417811.1_3288,NP_417811.1,P63389,yheS,42.69426190953533
b3353,lcl|NC_000913.3_cds_NP_417812.1_3289,NP_417812.1,P45524,yheT,16.27513440804714
b3355,lcl|NC_000913.3_cds_NP_417814.1_3291,NP_417814.1,P0AEX5,prkB,13.570187913216236
b3356,lcl|NC_000913.3_cds_NP_417815.1_3292,NP_417815.1,P0ADX1,yhfA,131.2969154245446
b3357,lcl|NC_000913.3_cds_NP_417816.1_3293,NP_417816.1,P0ACJ8,crp,742.337046091598
b3358,lcl|NC_000913.3_cds_NP_417817.2_3294,NP_417817.2,P45537,yhfK,4.849742261192857
b3359,lcl|NC_000913.3_cds_NP_417818.1_3295,NP_417818.1,P18335,argD,39.773609340868234
b3360,lcl|NC_000913.3_cds_NP_417819.1_3297,NP_417819.1,P00903,pabA,21.601388844238702
b3363,lcl|NC_000913.3_cds_NP_417822.1_3300,NP_417822.1,P0AFL3,ppiA,296.5059189965693
b3364,lcl|NC_000913.3_cds_NP_417823.1_3301,NP_417823.1,P60778,tsgA,19.12249983657994
b3368,lcl|NC_000913.3_cds_NP_417827.1_3305,NP_417827.1,P0AEA8,cysG,25.71380951940028
b3375,lcl|NC_000913.3_cds_NP_417834.6_3311,NP_417834.6,P45544,frlR,20.34846431552022
b3384,lcl|NC_000913.3_cds_NP_417843.1_3320,NP_417843.1,P00954,trpS,321.4390766537261
b3385,lcl|NC_000913.3_cds_NP_417844.1_3321,NP_417844.1,P32662,gph,96.68583143356634
b3386,lcl|NC_000913.3_cds_NP_417845.1_3322,NP_417845.1,P0AG07,rpe,153.62102720656446
b3387,lcl|NC_000913.3_cds_NP_417846.1_3323,NP_417846.1,P0AEE8,dam,18.182409081307128
b3388,lcl|NC_000913.3_cds_NP_417847.1_3324,NP_417847.1,P11557,damX,137.00795597336676
b3389,lcl|NC_000913.3_cds_NP_417848.1_3325,NP_417848.1,P07639,aroB,67.67673159956823
